date,Score,isPartial,ID,Timestamp,Source
2016-08-21,26,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-08-28,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-09-04,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-09-11,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-09-18,25,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-09-25,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-10-02,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-10-09,50,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-10-16,25,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-10-23,25,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-10-30,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-11-06,49,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-11-13,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-11-20,24,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-11-27,24,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-12-04,23,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-12-11,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-12-18,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2016-12-25,52,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-01-01,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-01-08,23,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-01-15,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-01-22,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-01-29,23,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-02-05,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-02-12,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-02-19,23,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-02-26,22,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-03-05,65,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-03-12,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-03-19,45,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-03-26,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-04-02,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-04-09,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-04-16,23,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-04-23,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-04-30,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-05-07,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-05-14,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-05-21,49,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-05-28,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-06-04,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-06-11,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-06-18,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-06-25,49,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-07-02,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-07-09,25,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-07-16,24,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-07-23,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-07-30,24,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-08-06,24,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-08-13,24,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-08-20,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-08-27,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-09-03,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-09-10,23,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-09-17,23,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-09-24,46,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-10-01,68,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-10-08,23,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-10-15,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-10-22,23,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-10-29,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-11-05,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-11-12,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-11-19,22,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-11-26,44,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-12-03,22,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-12-10,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-12-17,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-12-24,25,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2017-12-31,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-01-07,44,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-01-14,22,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-01-21,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-01-28,21,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-02-04,21,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-02-11,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-02-18,21,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-02-25,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-03-04,42,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-03-11,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-03-18,43,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-03-25,45,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-04-01,44,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-04-08,43,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-04-15,22,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-04-22,43,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-04-29,22,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-05-06,22,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-05-13,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-05-20,22,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-05-27,44,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-06-03,22,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-06-10,42,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-06-17,43,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-06-24,43,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-07-01,22,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-07-08,0,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
2018-07-15,22,False,INDEX.Index Coop,2021-08-21 13:27:52,Google Trends
