date,Score,isPartial,ID,Timestamp,Source
2016-08-21,2,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-08-28,2,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-09-04,1,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-09-11,1,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-09-18,0,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-09-25,3,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-10-02,1,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-10-09,0,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-10-16,1,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-10-23,0,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-10-30,0,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-11-06,2,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-11-13,2,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-11-20,1,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-11-27,0,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-12-04,2,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-12-11,0,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-12-18,2,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2016-12-25,1,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-01-01,1,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-01-08,2,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-01-15,0,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-01-22,1,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-01-29,0,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-02-05,2,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-02-12,2,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-02-19,1,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-02-26,1,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-03-05,0,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-03-12,0,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-03-19,0,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-03-26,2,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-04-02,0,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-04-09,3,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-04-16,2,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-04-23,0,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-04-30,1,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-05-07,1,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-05-14,1,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-05-21,0,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
2017-05-28,1,False,AUDIO.audius,2021-08-21 13:27:52,Google Trends
