date,Score,isPartial,ID,Timestamp,Source
2016-08-21,2,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-08-28,2,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-09-04,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-09-11,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-09-18,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-09-25,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-10-02,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-10-09,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-10-16,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-10-23,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-10-30,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-11-06,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-11-13,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-11-20,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-11-27,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-12-04,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-12-11,3,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-12-18,4,False,ARCX,2021-08-21 13:27:52,Google Trends
2016-12-25,5,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-01-01,7,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-01-08,6,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-01-15,5,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-01-22,4,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-01-29,4,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-02-05,5,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-02-12,4,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-02-19,5,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-02-26,6,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-03-05,7,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-03-12,6,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-03-19,5,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-03-26,5,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-04-02,5,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-04-09,5,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-04-16,5,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-04-23,5,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-04-30,7,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-05-07,10,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-05-14,12,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-05-21,19,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-05-28,13,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-06-04,13,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-06-11,14,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-06-18,11,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-06-25,11,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-07-02,9,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-07-09,10,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-07-16,12,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-07-23,11,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-07-30,16,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-08-06,15,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-08-13,20,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-08-20,16,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-08-27,17,False,ARCX,2021-08-21 13:27:52,Google Trends
2017-09-03,19,False,ARCX,2021-08-21 13:27:52,Google Trends
